event_id	subs_clone	event_type	color	n_junction	sample	presence	patient
61	A6 53%	simple_deletion	#F23CFF	1	I-H-134722-T19-2-D1-1	0	H134722
62	A6 53%	simple_deletion	#F23CFF	1	I-H-134722-T19-2-D1-1	0	H134722
63	A6 53%	tandem_duplication	#F23CFF	1	I-H-134722-T19-2-D1-1	0	H134722
64	A6 53%	simple_deletion	#F23CFF	1	I-H-134722-T19-2-D1-1	0	H134722
65	A6 53%	simple_deletion	#F23CFF	1	I-H-134722-T19-2-D1-1	0	H134722
66	A6 53%	simple_deletion	#F23CFF	1	I-H-134722-T19-2-D1-1	0	H134722
67	A6 53%	simple_deletion	#F23CFF	1	I-H-134722-T19-2-D1-1	0	H134722
68	A6 53%	simple_deletion	#F23CFF	1	I-H-134722-T19-2-D1-1	0	H134722
69	A6 53%	tandem_duplication	#F23CFF	1	I-H-134722-T19-2-D1-1	0	H134722
70	A6 53%	tandem_duplication	#F23CFF	1	I-H-134722-T19-2-D1-1	0	H134722
71	A6 53%	simple_deletion	#F23CFF	1	I-H-134722-T19-2-D1-1	0	H134722
72	A6 53%	complex_<4	#F23CFF	2	I-H-134722-T19-2-D1-1	0	H134722
73	A6 53%	tandem_duplication	#F23CFF	1	I-H-134722-T19-2-D1-1	0	H134722
74	A6 53%	simple_deletion	#F23CFF	1	I-H-134722-T19-2-D1-1	0	H134722
75	A3 14%	tandem_duplication	#660066	1	I-H-134722-T19-2-D1-1	0	H134722
76	trunk	complex_4+	#646464	5	I-H-134722-T19-2-D1-1	0	H134722
77	trunk	complex_<4	#646464	3	I-H-134722-T19-2-D1-1	0	H134722
78	trunk	simple_deletion	#646464	1	I-H-134722-T19-2-D1-1	0	H134722
1	trunk	DM	#646464	23	I-H-134722-T20-2-D1-1	1	H134722
2	trunk	chromothripsis	#00B0F0	41	I-H-134722-T20-2-D1-1	1	H134722
2	trunk	complex_<4	#646464	1	I-H-134722-T20-2-D1-1	1	H134722
3	trunk	tandem_duplication	#646464	1	I-H-134722-T20-2-D1-1	1	H134722
4	trunk	simple_deletion	#646464	1	I-H-134722-T20-2-D1-1	1	H134722
5	trunk	tandem_duplication	#646464	1	I-H-134722-T20-2-D1-1	1	H134722
6	A2 22%	DM	#AC753A	1	I-H-134722-T20-2-D1-1	1	H134722
7	A2 76% / A3 12%	tandem_duplication	#884600	1	I-H-134722-T20-2-D1-1	1	H134722
8	A2 76% / A3 12%	reciprocal_translocation	#884600	2	I-H-134722-T20-2-D1-1	1	H134722
9	A2 76% / A3 12%	tandem_duplication	#884600	1	I-H-134722-T20-2-D1-1	1	H134722
10	A2 76% / A3 12%	simple_deletion	#884600	1	I-H-134722-T20-2-D1-1	1	H134722
11	A2 76% / A3 12%	complex_4+	#884600	7	I-H-134722-T20-2-D1-1	1	H134722
12	A2 76% / A3 12%	reciprocal_inversion	#884600	2	I-H-134722-T20-2-D1-1	1	H134722
13	A2 76% / A3 12%	complex_<4	#884600	2	I-H-134722-T20-2-D1-1	1	H134722
14	A2 76% / A3 12%	tandem_duplication	#884600	1	I-H-134722-T20-2-D1-1	1	H134722
15	A2 76% / A3 12%	simple_deletion	#884600	1	I-H-134722-T20-2-D1-1	1	H134722
16	A2 76% / A3 12%	tandem_duplication	#884600	1	I-H-134722-T20-2-D1-1	1	H134722
17	A2 76% / A3 12%	tandem_duplication	#884600	1	I-H-134722-T20-2-D1-1	1	H134722
18	A2 76% / A3 12%	complex_<4	#884600	1	I-H-134722-T20-2-D1-1	1	H134722
18	A2 76% / A3 12%	reciprocal_inversion	#884600	2	I-H-134722-T20-2-D1-1	1	H134722
19	A3 14%	simple_deletion	#660066	1	I-H-134722-T20-2-D1-1	0	H134722
20	A3 14%	simple_deletion	#660066	1	I-H-134722-T20-2-D1-1	0	H134722
21	A3 14%	simple_deletion	#660066	1	I-H-134722-T20-2-D1-1	0	H134722
22	A3 41% / A4 57%	simple_deletion	#0057FF	1	I-H-134722-T20-2-D1-1	0	H134722
23	A3 41% / A4 57%	tandem_duplication	#0057FF	1	I-H-134722-T20-2-D1-1	0	H134722
24	A3 41% / A4 57%	tandem_duplication	#0057FF	1	I-H-134722-T20-2-D1-1	0	H134722
25	A3 41% / A4 57%	tandem_duplication	#0057FF	1	I-H-134722-T20-2-D1-1	0	H134722
26	A3 41% / A4 57%	reciprocal_inversion	#0057FF	2	I-H-134722-T20-2-D1-1	0	H134722
27	A3 41% / A4 57%	complex_4+	#0057FF	5	I-H-134722-T20-2-D1-1	0	H134722
28	A4 8% / A5 93%	simple_deletion	#FF0000	1	I-H-134722-T20-2-D1-1	0	H134722
29	A4 8% / A5 93%	simple_deletion	#FF0000	1	I-H-134722-T20-2-D1-1	0	H134722
30	A4 8% / A5 93%	tandem_duplication	#FF0000	1	I-H-134722-T20-2-D1-1	0	H134722
31	A4 8% / A5 93%	simple_deletion	#FF0000	1	I-H-134722-T20-2-D1-1	0	H134722
32	A4 8% / A5 93%	simple_deletion	#FF0000	1	I-H-134722-T20-2-D1-1	0	H134722
34	A4 54%	tandem_duplication	#B40CB4	1	I-H-134722-T20-2-D1-1	0	H134722
35	A4 54%	simple_deletion	#B40CB4	1	I-H-134722-T20-2-D1-1	0	H134722
36	A4 54%	complex_4+	#B40CB4	9	I-H-134722-T20-2-D1-1	0	H134722
37	A4 54%	tandem_duplication	#B40CB4	1	I-H-134722-T20-2-D1-1	0	H134722
38	A4 54%	tandem_duplication	#B40CB4	1	I-H-134722-T20-2-D1-1	0	H134722
39	A4 54%	simple_deletion	#B40CB4	1	I-H-134722-T20-2-D1-1	0	H134722
41	A5 60%	simple_deletion	#7800F8	1	I-H-134722-T20-2-D1-1	0	H134722
42	A5 60%	simple_deletion	#7800F8	1	I-H-134722-T20-2-D1-1	0	H134722
43	A5 60%	tandem_duplication	#7800F8	1	I-H-134722-T20-2-D1-1	0	H134722
44	A5 60%	complex_<4	#7800F8	2	I-H-134722-T20-2-D1-1	0	H134722
45	A5 60%	reciprocal_inversion	#7800F8	2	I-H-134722-T20-2-D1-1	0	H134722
46	A5 60%	complex_<4	#7800F8	2	I-H-134722-T20-2-D1-1	0	H134722
47	A5 60%	tandem_duplication	#7800F8	1	I-H-134722-T20-2-D1-1	0	H134722
48	A5 60%	simple_deletion	#7800F8	1	I-H-134722-T20-2-D1-1	0	H134722
49	A5 60%	tandem_duplication	#7800F8	1	I-H-134722-T20-2-D1-1	0	H134722
50	A5 60%	complex_<4	#7800F8	2	I-H-134722-T20-2-D1-1	0	H134722
51	A5 60%	simple_deletion	#7800F8	1	I-H-134722-T20-2-D1-1	0	H134722
52	A5 60%	complex_<4	#7800F8	2	I-H-134722-T20-2-D1-1	0	H134722
53	A5 60%	tandem_duplication	#7800F8	1	I-H-134722-T20-2-D1-1	0	H134722
54	A5 60%	simple_deletion	#7800F8	1	I-H-134722-T20-2-D1-1	0	H134722
55	A5 60%	reciprocal_inversion	#7800F8	2	I-H-134722-T20-2-D1-1	0	H134722
56	A6 53%	tandem_duplication	#F23CFF	1	I-H-134722-T20-2-D1-1	0	H134722
57	A6 53%	tandem_duplication	#F23CFF	1	I-H-134722-T20-2-D1-1	0	H134722
58	A6 53%	complex_<4	#F23CFF	2	I-H-134722-T20-2-D1-1	0	H134722
59	A6 53%	reciprocal_translocation	#F23CFF	2	I-H-134722-T20-2-D1-1	0	H134722
60	A6 53%	reciprocal_inversion	#F23CFF	2	I-H-134722-T20-2-D1-1	0	H134722
61	A6 53%	simple_deletion	#F23CFF	1	I-H-134722-T20-2-D1-1	0	H134722
62	A6 53%	simple_deletion	#F23CFF	1	I-H-134722-T20-2-D1-1	0	H134722
63	A6 53%	tandem_duplication	#F23CFF	1	I-H-134722-T20-2-D1-1	0	H134722
64	A6 53%	simple_deletion	#F23CFF	1	I-H-134722-T20-2-D1-1	0	H134722
65	A6 53%	simple_deletion	#F23CFF	1	I-H-134722-T20-2-D1-1	0	H134722
66	A6 53%	simple_deletion	#F23CFF	1	I-H-134722-T20-2-D1-1	0	H134722
67	A6 53%	simple_deletion	#F23CFF	1	I-H-134722-T20-2-D1-1	0	H134722
68	A6 53%	simple_deletion	#F23CFF	1	I-H-134722-T20-2-D1-1	0	H134722
69	A6 53%	tandem_duplication	#F23CFF	1	I-H-134722-T20-2-D1-1	0	H134722
70	A6 53%	tandem_duplication	#F23CFF	1	I-H-134722-T20-2-D1-1	0	H134722
71	A6 53%	simple_deletion	#F23CFF	1	I-H-134722-T20-2-D1-1	0	H134722
72	A6 53%	complex_<4	#F23CFF	2	I-H-134722-T20-2-D1-1	0	H134722
73	A6 53%	tandem_duplication	#F23CFF	1	I-H-134722-T20-2-D1-1	0	H134722
74	A6 53%	simple_deletion	#F23CFF	1	I-H-134722-T20-2-D1-1	0	H134722
75	A3 14%	tandem_duplication	#660066	1	I-H-134722-T20-2-D1-1	0	H134722
76	trunk	complex_4+	#646464	5	I-H-134722-T20-2-D1-1	1	H134722
77	trunk	complex_<4	#646464	3	I-H-134722-T20-2-D1-1	1	H134722
78	trunk	simple_deletion	#646464	1	I-H-134722-T20-2-D1-1	1	H134722
1	trunk	DM	#646464	23	I-H-134722-T21-2-D1-1	1	H134722
2	trunk	chromothripsis	#00B0F0	41	I-H-134722-T21-2-D1-1	1	H134722
2	trunk	complex_<4	#646464	1	I-H-134722-T21-2-D1-1	1	H134722
3	trunk	tandem_duplication	#646464	1	I-H-134722-T21-2-D1-1	1	H134722
4	trunk	simple_deletion	#646464	1	I-H-134722-T21-2-D1-1	1	H134722
5	trunk	tandem_duplication	#646464	1	I-H-134722-T21-2-D1-1	1	H134722
6	A2 22%	DM	#AC753A	1	I-H-134722-T21-2-D1-1	0	H134722
7	A2 76% / A3 12%	tandem_duplication	#884600	1	I-H-134722-T21-2-D1-1	1	H134722
8	A2 76% / A3 12%	reciprocal_translocation	#884600	2	I-H-134722-T21-2-D1-1	1	H134722
9	A2 76% / A3 12%	tandem_duplication	#884600	1	I-H-134722-T21-2-D1-1	1	H134722
10	A2 76% / A3 12%	simple_deletion	#884600	1	I-H-134722-T21-2-D1-1	1	H134722
11	A2 76% / A3 12%	complex_4+	#884600	7	I-H-134722-T21-2-D1-1	1	H134722
12	A2 76% / A3 12%	reciprocal_inversion	#884600	2	I-H-134722-T21-2-D1-1	1	H134722
13	A2 76% / A3 12%	complex_<4	#884600	2	I-H-134722-T21-2-D1-1	1	H134722
14	A2 76% / A3 12%	tandem_duplication	#884600	1	I-H-134722-T21-2-D1-1	1	H134722
15	A2 76% / A3 12%	simple_deletion	#884600	1	I-H-134722-T21-2-D1-1	1	H134722
16	A2 76% / A3 12%	tandem_duplication	#884600	1	I-H-134722-T21-2-D1-1	1	H134722
17	A2 76% / A3 12%	tandem_duplication	#884600	1	I-H-134722-T21-2-D1-1	1	H134722
18	A2 76% / A3 12%	complex_<4	#884600	1	I-H-134722-T21-2-D1-1	1	H134722
18	A2 76% / A3 12%	reciprocal_inversion	#884600	2	I-H-134722-T21-2-D1-1	1	H134722
19	A3 14%	simple_deletion	#660066	1	I-H-134722-T21-2-D1-1	1	H134722
20	A3 14%	simple_deletion	#660066	1	I-H-134722-T21-2-D1-1	1	H134722
21	A3 14%	simple_deletion	#660066	1	I-H-134722-T21-2-D1-1	1	H134722
22	A3 41% / A4 57%	simple_deletion	#0057FF	1	I-H-134722-T21-2-D1-1	1	H134722
23	A3 41% / A4 57%	tandem_duplication	#0057FF	1	I-H-134722-T21-2-D1-1	1	H134722
24	A3 41% / A4 57%	tandem_duplication	#0057FF	1	I-H-134722-T21-2-D1-1	1	H134722
25	A3 41% / A4 57%	tandem_duplication	#0057FF	1	I-H-134722-T21-2-D1-1	1	H134722
26	A3 41% / A4 57%	reciprocal_inversion	#0057FF	2	I-H-134722-T21-2-D1-1	1	H134722
27	A3 41% / A4 57%	complex_4+	#0057FF	5	I-H-134722-T21-2-D1-1	1	H134722
28	A4 8% / A5 93%	simple_deletion	#FF0000	1	I-H-134722-T21-2-D1-1	0	H134722
29	A4 8% / A5 93%	simple_deletion	#FF0000	1	I-H-134722-T21-2-D1-1	0	H134722
30	A4 8% / A5 93%	tandem_duplication	#FF0000	1	I-H-134722-T21-2-D1-1	0	H134722
31	A4 8% / A5 93%	simple_deletion	#FF0000	1	I-H-134722-T21-2-D1-1	0	H134722
32	A4 8% / A5 93%	simple_deletion	#FF0000	1	I-H-134722-T21-2-D1-1	0	H134722
34	A4 54%	tandem_duplication	#B40CB4	1	I-H-134722-T21-2-D1-1	0	H134722
35	A4 54%	simple_deletion	#B40CB4	1	I-H-134722-T21-2-D1-1	0	H134722
36	A4 54%	complex_4+	#B40CB4	9	I-H-134722-T21-2-D1-1	0	H134722
37	A4 54%	tandem_duplication	#B40CB4	1	I-H-134722-T21-2-D1-1	0	H134722
38	A4 54%	tandem_duplication	#B40CB4	1	I-H-134722-T21-2-D1-1	0	H134722
39	A4 54%	simple_deletion	#B40CB4	1	I-H-134722-T21-2-D1-1	0	H134722
41	A5 60%	simple_deletion	#7800F8	1	I-H-134722-T21-2-D1-1	0	H134722
42	A5 60%	simple_deletion	#7800F8	1	I-H-134722-T21-2-D1-1	0	H134722
43	A5 60%	tandem_duplication	#7800F8	1	I-H-134722-T21-2-D1-1	0	H134722
44	A5 60%	complex_<4	#7800F8	2	I-H-134722-T21-2-D1-1	0	H134722
45	A5 60%	reciprocal_inversion	#7800F8	2	I-H-134722-T21-2-D1-1	0	H134722
46	A5 60%	complex_<4	#7800F8	2	I-H-134722-T21-2-D1-1	0	H134722
47	A5 60%	tandem_duplication	#7800F8	1	I-H-134722-T21-2-D1-1	0	H134722
48	A5 60%	simple_deletion	#7800F8	1	I-H-134722-T21-2-D1-1	0	H134722
49	A5 60%	tandem_duplication	#7800F8	1	I-H-134722-T21-2-D1-1	0	H134722
50	A5 60%	complex_<4	#7800F8	2	I-H-134722-T21-2-D1-1	0	H134722
51	A5 60%	simple_deletion	#7800F8	1	I-H-134722-T21-2-D1-1	0	H134722
52	A5 60%	complex_<4	#7800F8	2	I-H-134722-T21-2-D1-1	0	H134722
53	A5 60%	tandem_duplication	#7800F8	1	I-H-134722-T21-2-D1-1	0	H134722
54	A5 60%	simple_deletion	#7800F8	1	I-H-134722-T21-2-D1-1	0	H134722
55	A5 60%	reciprocal_inversion	#7800F8	2	I-H-134722-T21-2-D1-1	0	H134722
56	A6 53%	tandem_duplication	#F23CFF	1	I-H-134722-T21-2-D1-1	0	H134722
57	A6 53%	tandem_duplication	#F23CFF	1	I-H-134722-T21-2-D1-1	0	H134722
58	A6 53%	complex_<4	#F23CFF	2	I-H-134722-T21-2-D1-1	0	H134722
59	A6 53%	reciprocal_translocation	#F23CFF	2	I-H-134722-T21-2-D1-1	0	H134722
60	A6 53%	reciprocal_inversion	#F23CFF	2	I-H-134722-T21-2-D1-1	0	H134722
61	A6 53%	simple_deletion	#F23CFF	1	I-H-134722-T21-2-D1-1	0	H134722
62	A6 53%	simple_deletion	#F23CFF	1	I-H-134722-T21-2-D1-1	0	H134722
63	A6 53%	tandem_duplication	#F23CFF	1	I-H-134722-T21-2-D1-1	0	H134722
64	A6 53%	simple_deletion	#F23CFF	1	I-H-134722-T21-2-D1-1	0	H134722
65	A6 53%	simple_deletion	#F23CFF	1	I-H-134722-T21-2-D1-1	0	H134722
66	A6 53%	simple_deletion	#F23CFF	1	I-H-134722-T21-2-D1-1	0	H134722
67	A6 53%	simple_deletion	#F23CFF	1	I-H-134722-T21-2-D1-1	0	H134722
68	A6 53%	simple_deletion	#F23CFF	1	I-H-134722-T21-2-D1-1	0	H134722
69	A6 53%	tandem_duplication	#F23CFF	1	I-H-134722-T21-2-D1-1	0	H134722
70	A6 53%	tandem_duplication	#F23CFF	1	I-H-134722-T21-2-D1-1	0	H134722
71	A6 53%	simple_deletion	#F23CFF	1	I-H-134722-T21-2-D1-1	0	H134722
72	A6 53%	complex_<4	#F23CFF	2	I-H-134722-T21-2-D1-1	0	H134722
73	A6 53%	tandem_duplication	#F23CFF	1	I-H-134722-T21-2-D1-1	0	H134722
74	A6 53%	simple_deletion	#F23CFF	1	I-H-134722-T21-2-D1-1	0	H134722
75	A3 14%	tandem_duplication	#660066	1	I-H-134722-T21-2-D1-1	1	H134722
76	trunk	complex_4+	#646464	5	I-H-134722-T21-2-D1-1	1	H134722
77	trunk	complex_<4	#646464	3	I-H-134722-T21-2-D1-1	1	H134722
78	trunk	simple_deletion	#646464	1	I-H-134722-T21-2-D1-1	1	H134722
1	trunk	DM	#646464	23	I-H-134722-T22-2-D1-1	1	H134722
2	trunk	chromothripsis	#00B0F0	41	I-H-134722-T22-2-D1-1	1	H134722
2	trunk	complex_<4	#646464	1	I-H-134722-T22-2-D1-1	1	H134722
3	trunk	tandem_duplication	#646464	1	I-H-134722-T22-2-D1-1	1	H134722
4	trunk	simple_deletion	#646464	1	I-H-134722-T22-2-D1-1	1	H134722
5	trunk	tandem_duplication	#646464	1	I-H-134722-T22-2-D1-1	1	H134722
6	A2 22%	DM	#AC753A	1	I-H-134722-T22-2-D1-1	0	H134722
7	A2 76% / A3 12%	tandem_duplication	#884600	1	I-H-134722-T22-2-D1-1	0	H134722
8	A2 76% / A3 12%	reciprocal_translocation	#884600	2	I-H-134722-T22-2-D1-1	0	H134722
9	A2 76% / A3 12%	tandem_duplication	#884600	1	I-H-134722-T22-2-D1-1	0	H134722
10	A2 76% / A3 12%	simple_deletion	#884600	1	I-H-134722-T22-2-D1-1	0	H134722
11	A2 76% / A3 12%	complex_4+	#884600	7	I-H-134722-T22-2-D1-1	0	H134722
12	A2 76% / A3 12%	reciprocal_inversion	#884600	2	I-H-134722-T22-2-D1-1	0	H134722
13	A2 76% / A3 12%	complex_<4	#884600	2	I-H-134722-T22-2-D1-1	0	H134722
14	A2 76% / A3 12%	tandem_duplication	#884600	1	I-H-134722-T22-2-D1-1	0	H134722
15	A2 76% / A3 12%	simple_deletion	#884600	1	I-H-134722-T22-2-D1-1	0	H134722
16	A2 76% / A3 12%	tandem_duplication	#884600	1	I-H-134722-T22-2-D1-1	0	H134722
17	A2 76% / A3 12%	tandem_duplication	#884600	1	I-H-134722-T22-2-D1-1	0	H134722
18	A2 76% / A3 12%	complex_<4	#884600	1	I-H-134722-T22-2-D1-1	0	H134722
18	A2 76% / A3 12%	reciprocal_inversion	#884600	2	I-H-134722-T22-2-D1-1	0	H134722
19	A3 14%	simple_deletion	#660066	1	I-H-134722-T22-2-D1-1	0	H134722
20	A3 14%	simple_deletion	#660066	1	I-H-134722-T22-2-D1-1	0	H134722
21	A3 14%	simple_deletion	#660066	1	I-H-134722-T22-2-D1-1	0	H134722
22	A3 41% / A4 57%	simple_deletion	#0057FF	1	I-H-134722-T22-2-D1-1	1	H134722
23	A3 41% / A4 57%	tandem_duplication	#0057FF	1	I-H-134722-T22-2-D1-1	1	H134722
24	A3 41% / A4 57%	tandem_duplication	#0057FF	1	I-H-134722-T22-2-D1-1	1	H134722
25	A3 41% / A4 57%	tandem_duplication	#0057FF	1	I-H-134722-T22-2-D1-1	1	H134722
26	A3 41% / A4 57%	reciprocal_inversion	#0057FF	2	I-H-134722-T22-2-D1-1	1	H134722
27	A3 41% / A4 57%	complex_4+	#0057FF	5	I-H-134722-T22-2-D1-1	1	H134722
28	A4 8% / A5 93%	simple_deletion	#FF0000	1	I-H-134722-T22-2-D1-1	1	H134722
29	A4 8% / A5 93%	simple_deletion	#FF0000	1	I-H-134722-T22-2-D1-1	1	H134722
30	A4 8% / A5 93%	tandem_duplication	#FF0000	1	I-H-134722-T22-2-D1-1	1	H134722
31	A4 8% / A5 93%	simple_deletion	#FF0000	1	I-H-134722-T22-2-D1-1	1	H134722
32	A4 8% / A5 93%	simple_deletion	#FF0000	1	I-H-134722-T22-2-D1-1	1	H134722
34	A4 54%	tandem_duplication	#B40CB4	1	I-H-134722-T22-2-D1-1	1	H134722
35	A4 54%	simple_deletion	#B40CB4	1	I-H-134722-T22-2-D1-1	1	H134722
36	A4 54%	complex_4+	#B40CB4	9	I-H-134722-T22-2-D1-1	1	H134722
37	A4 54%	tandem_duplication	#B40CB4	1	I-H-134722-T22-2-D1-1	1	H134722
38	A4 54%	tandem_duplication	#B40CB4	1	I-H-134722-T22-2-D1-1	1	H134722
39	A4 54%	simple_deletion	#B40CB4	1	I-H-134722-T22-2-D1-1	1	H134722
41	A5 60%	simple_deletion	#7800F8	1	I-H-134722-T22-2-D1-1	0	H134722
42	A5 60%	simple_deletion	#7800F8	1	I-H-134722-T22-2-D1-1	0	H134722
43	A5 60%	tandem_duplication	#7800F8	1	I-H-134722-T22-2-D1-1	0	H134722
44	A5 60%	complex_<4	#7800F8	2	I-H-134722-T22-2-D1-1	0	H134722
45	A5 60%	reciprocal_inversion	#7800F8	2	I-H-134722-T22-2-D1-1	0	H134722
46	A5 60%	complex_<4	#7800F8	2	I-H-134722-T22-2-D1-1	0	H134722
47	A5 60%	tandem_duplication	#7800F8	1	I-H-134722-T22-2-D1-1	0	H134722
48	A5 60%	simple_deletion	#7800F8	1	I-H-134722-T22-2-D1-1	0	H134722
49	A5 60%	tandem_duplication	#7800F8	1	I-H-134722-T22-2-D1-1	0	H134722
50	A5 60%	complex_<4	#7800F8	2	I-H-134722-T22-2-D1-1	0	H134722
51	A5 60%	simple_deletion	#7800F8	1	I-H-134722-T22-2-D1-1	0	H134722
52	A5 60%	complex_<4	#7800F8	2	I-H-134722-T22-2-D1-1	0	H134722
53	A5 60%	tandem_duplication	#7800F8	1	I-H-134722-T22-2-D1-1	0	H134722
54	A5 60%	simple_deletion	#7800F8	1	I-H-134722-T22-2-D1-1	0	H134722
55	A5 60%	reciprocal_inversion	#7800F8	2	I-H-134722-T22-2-D1-1	0	H134722
56	A6 53%	tandem_duplication	#F23CFF	1	I-H-134722-T22-2-D1-1	0	H134722
57	A6 53%	tandem_duplication	#F23CFF	1	I-H-134722-T22-2-D1-1	0	H134722
58	A6 53%	complex_<4	#F23CFF	2	I-H-134722-T22-2-D1-1	0	H134722
59	A6 53%	reciprocal_translocation	#F23CFF	2	I-H-134722-T22-2-D1-1	0	H134722
60	A6 53%	reciprocal_inversion	#F23CFF	2	I-H-134722-T22-2-D1-1	0	H134722
61	A6 53%	simple_deletion	#F23CFF	1	I-H-134722-T22-2-D1-1	0	H134722
62	A6 53%	simple_deletion	#F23CFF	1	I-H-134722-T22-2-D1-1	0	H134722
63	A6 53%	tandem_duplication	#F23CFF	1	I-H-134722-T22-2-D1-1	0	H134722
64	A6 53%	simple_deletion	#F23CFF	1	I-H-134722-T22-2-D1-1	0	H134722
65	A6 53%	simple_deletion	#F23CFF	1	I-H-134722-T22-2-D1-1	0	H134722
66	A6 53%	simple_deletion	#F23CFF	1	I-H-134722-T22-2-D1-1	0	H134722
67	A6 53%	simple_deletion	#F23CFF	1	I-H-134722-T22-2-D1-1	0	H134722
68	A6 53%	simple_deletion	#F23CFF	1	I-H-134722-T22-2-D1-1	0	H134722
69	A6 53%	tandem_duplication	#F23CFF	1	I-H-134722-T22-2-D1-1	0	H134722
70	A6 53%	tandem_duplication	#F23CFF	1	I-H-134722-T22-2-D1-1	0	H134722
71	A6 53%	simple_deletion	#F23CFF	1	I-H-134722-T22-2-D1-1	0	H134722
72	A6 53%	complex_<4	#F23CFF	2	I-H-134722-T22-2-D1-1	0	H134722
73	A6 53%	tandem_duplication	#F23CFF	1	I-H-134722-T22-2-D1-1	0	H134722
74	A6 53%	simple_deletion	#F23CFF	1	I-H-134722-T22-2-D1-1	0	H134722
75	A3 14%	tandem_duplication	#660066	1	I-H-134722-T22-2-D1-1	0	H134722
76	trunk	complex_4+	#646464	5	I-H-134722-T22-2-D1-1	1	H134722
77	trunk	complex_<4	#646464	3	I-H-134722-T22-2-D1-1	1	H134722
78	trunk	simple_deletion	#646464	1	I-H-134722-T22-2-D1-1	1	H134722
1	trunk	DM	#646464	23	I-H-134722-T23-2-D1-1	1	H134722
2	trunk	chromothripsis	#00B0F0	41	I-H-134722-T23-2-D1-1	1	H134722
2	trunk	complex_<4	#646464	1	I-H-134722-T23-2-D1-1	1	H134722
3	trunk	tandem_duplication	#646464	1	I-H-134722-T23-2-D1-1	1	H134722
4	trunk	simple_deletion	#646464	1	I-H-134722-T23-2-D1-1	1	H134722
5	trunk	tandem_duplication	#646464	1	I-H-134722-T23-2-D1-1	1	H134722
6	A2 22%	DM	#AC753A	1	I-H-134722-T23-2-D1-1	0	H134722
7	A2 76% / A3 12%	tandem_duplication	#884600	1	I-H-134722-T23-2-D1-1	0	H134722
8	A2 76% / A3 12%	reciprocal_translocation	#884600	2	I-H-134722-T23-2-D1-1	0	H134722
9	A2 76% / A3 12%	tandem_duplication	#884600	1	I-H-134722-T23-2-D1-1	0	H134722
10	A2 76% / A3 12%	simple_deletion	#884600	1	I-H-134722-T23-2-D1-1	0	H134722
11	A2 76% / A3 12%	complex_4+	#884600	7	I-H-134722-T23-2-D1-1	0	H134722
12	A2 76% / A3 12%	reciprocal_inversion	#884600	2	I-H-134722-T23-2-D1-1	0	H134722
13	A2 76% / A3 12%	complex_<4	#884600	2	I-H-134722-T23-2-D1-1	0	H134722
14	A2 76% / A3 12%	tandem_duplication	#884600	1	I-H-134722-T23-2-D1-1	0	H134722
15	A2 76% / A3 12%	simple_deletion	#884600	1	I-H-134722-T23-2-D1-1	0	H134722
16	A2 76% / A3 12%	tandem_duplication	#884600	1	I-H-134722-T23-2-D1-1	0	H134722
17	A2 76% / A3 12%	tandem_duplication	#884600	1	I-H-134722-T23-2-D1-1	0	H134722
18	A2 76% / A3 12%	complex_<4	#884600	1	I-H-134722-T23-2-D1-1	0	H134722
18	A2 76% / A3 12%	reciprocal_inversion	#884600	2	I-H-134722-T23-2-D1-1	0	H134722
19	A3 14%	simple_deletion	#660066	1	I-H-134722-T23-2-D1-1	0	H134722
20	A3 14%	simple_deletion	#660066	1	I-H-134722-T23-2-D1-1	0	H134722
21	A3 14%	simple_deletion	#660066	1	I-H-134722-T23-2-D1-1	0	H134722
22	A3 41% / A4 57%	simple_deletion	#0057FF	1	I-H-134722-T23-2-D1-1	0	H134722
23	A3 41% / A4 57%	tandem_duplication	#0057FF	1	I-H-134722-T23-2-D1-1	0	H134722
24	A3 41% / A4 57%	tandem_duplication	#0057FF	1	I-H-134722-T23-2-D1-1	0	H134722
25	A3 41% / A4 57%	tandem_duplication	#0057FF	1	I-H-134722-T23-2-D1-1	0	H134722
26	A3 41% / A4 57%	reciprocal_inversion	#0057FF	2	I-H-134722-T23-2-D1-1	0	H134722
27	A3 41% / A4 57%	complex_4+	#0057FF	5	I-H-134722-T23-2-D1-1	0	H134722
28	A4 8% / A5 93%	simple_deletion	#FF0000	1	I-H-134722-T23-2-D1-1	1	H134722
29	A4 8% / A5 93%	simple_deletion	#FF0000	1	I-H-134722-T23-2-D1-1	1	H134722
30	A4 8% / A5 93%	tandem_duplication	#FF0000	1	I-H-134722-T23-2-D1-1	1	H134722
31	A4 8% / A5 93%	simple_deletion	#FF0000	1	I-H-134722-T23-2-D1-1	1	H134722
32	A4 8% / A5 93%	simple_deletion	#FF0000	1	I-H-134722-T23-2-D1-1	1	H134722
34	A4 54%	tandem_duplication	#B40CB4	1	I-H-134722-T23-2-D1-1	0	H134722
35	A4 54%	simple_deletion	#B40CB4	1	I-H-134722-T23-2-D1-1	0	H134722
36	A4 54%	complex_4+	#B40CB4	9	I-H-134722-T23-2-D1-1	0	H134722
37	A4 54%	tandem_duplication	#B40CB4	1	I-H-134722-T23-2-D1-1	0	H134722
38	A4 54%	tandem_duplication	#B40CB4	1	I-H-134722-T23-2-D1-1	0	H134722
39	A4 54%	simple_deletion	#B40CB4	1	I-H-134722-T23-2-D1-1	0	H134722
